id,Name,descriptio,timestamp,begin,end,altitudeMo,tessellate,extrude,visibility,drawOrder,icon,PRIMARYIND,Park_ID,Class,Typology,Location,Astro_Pitc,All_Weathe,MUGA,Football_5,Table_Tenn,Athletics,Basketball,Basketba_1,Skateboard,Croquet_La,Bowling_Gr,Outdoor_Bo,Golf_Pitch,Tennis,Model_Car_,Leisure_Wa,Pavillion,Showers,Changing_R,Toilets,Management,Depot_Buil,Housing_in,Shelter,Playground,Num_of_Pit,GAA,Soccer_Foo,Seven_a_Si,Rugby,Hard_Lands,Committee_,Area_mSq,Area_Acre,Multipolyg,distance,angle,xcoord,ycoord
1,Openspace at Clonshaugh Close,,,,,,-1,0,-1,,,1223,484,04,Amenity Public Open Spaces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1874.958000000000084,0.463,,0,59.671291628433131,-6.209672087,53.40415277
2,Openspace at Clonshaugh Close,,,,,,-1,0,-1,,,1223,484,04,Amenity Public Open Spaces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1874.958000000000084,0.463,,100.000000000000000,177.276936932246144,-6.20910998,53.40401301
3,Georges Dock,,,,,,-1,0,-1,,,188,981,04,Amenity Public Open Spaces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,1992.118999999999915,0.492,,0,12.660284540604710,-6.248403191,53.3495023
4,Georges Dock,,,,,,-1,0,-1,,,188,981,04,Amenity Public Open Spaces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,1992.118999999999915,0.492,,100.000000000000000,184.852190365402890,-6.248382218,53.34860537
5,Georges Dock,,,,,,-1,0,-1,,,188,981,04,Amenity Public Open Spaces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,1992.118999999999915,0.492,,200.000000000000000,350.218843579442307,-6.248946021,53.34849545
6,Georges Dock,,,,,,-1,0,-1,,,188,981,04,Amenity Public Open Spaces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,1992.118999999999915,0.492,,300.000000000000000,4.851696204915968,-6.248282011,53.3491216
7,Georges Dock 2,,,,,,-1,0,-1,,,187,980,04,Amenity Public Open Spaces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,1145.548000000000002,0.283,,0,180.400744614200192,-6.249654009,53.34949037
8,Georges Dock 2,,,,,,-1,0,-1,,,187,980,04,Amenity Public Open Spaces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,1145.548000000000002,0.283,,100.000000000000000,101.176835334528491,-6.249742605,53.34857544
9,Georges Dock 2,,,,,,-1,0,-1,,,187,980,04,Amenity Public Open Spaces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,1145.548000000000002,0.283,,200.000000000000000,5.211061409299530,-6.249836184,53.34858631
10,Georges Dock 2,,,,,,-1,0,-1,,,187,980,04,Amenity Public Open Spaces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,1145.548000000000002,0.283,,300.000000000000000,5.212142181705666,-6.249655837,53.34947931
11,Georges Dock 1,,,,,,-1,0,-1,,,186,979,04,Amenity Public Open Spaces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,193.888000000000005,0.048,,0,319.381308260336425,-6.249178785,53.34958376
12,Harbour Master Place 1,,,,,,-1,0,-1,,,185,978,04,Amenity Public Open Spaces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,593.370000000000005,0.147,,0,50.097702073408151,-6.249004318,53.35107918
13,Harbour Master Place 1,,,,,,-1,0,-1,,,185,978,04,Amenity Public Open Spaces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,593.370000000000005,0.147,,100.000000000000000,144.997912689272397,-6.249121538,53.35024883
14,Harbour Master Place 1,,,,,,-1,0,-1,,,185,978,04,Amenity Public Open Spaces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,593.370000000000005,0.147,,200.000000000000000,4.951884845612958,-6.248997678,53.35085766
15,Cappagh Avenue Green,,,,,,-1,0,-1,,,1216,186,4,Amenity Public Open Spaces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1595.207000000000107,0.394,,0,71.082277663729940,-6.317049601,53.39470725
16,Cappagh Avenue Green,,,,,,-1,0,-1,,,1216,186,4,Amenity Public Open Spaces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1595.207000000000107,0.394,,100.000000000000000,296.533397000242815,-6.317250771,53.3942284
17,Harbour Master Place 2,,,,,,-1,0,-1,,,184,977,04,Amenity Public Open Spaces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,1921.912000000000035,0.475,,0,229.796054905313980,-6.245842331,53.34995386
18,Harbour Master Place 2,,,,,,-1,0,-1,,,184,977,04,Amenity Public Open Spaces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,1921.912000000000035,0.475,,100.000000000000000,275.172379244653939,-6.247326823,53.35008092
19,Harbour Master Place 2,,,,,,-1,0,-1,,,184,977,04,Amenity Public Open Spaces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,1921.912000000000035,0.475,,200.000000000000000,184.807369759321062,-6.248603644,53.34998893
20,Harbour Master Place 2,,,,,,-1,0,-1,,,184,977,04,Amenity Public Open Spaces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,1921.912000000000035,0.475,,300.000000000000000,4.846707846860340,-6.248595056,53.350035
21,Harbour Master Place 2,,,,,,-1,0,-1,,,184,977,04,Amenity Public Open Spaces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,1921.912000000000035,0.475,,400.000000000000000,95.172080864251214,-6.247438457,53.35013367
22,Harbour Master Place 2,,,,,,-1,0,-1,,,184,977,04,Amenity Public Open Spaces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,1921.912000000000035,0.475,,500.000000000000000,95.169582802047017,-6.245997854,53.34998674
23,Openspace at Glasnevin Downs,,,,,,-1,0,-1,,,1214,184,04,Amenity Public Open Spaces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2799.289999999999964,0.692,,0,80.572606138743424,-6.286061491,53.3792199
24,Openspace at Glasnevin Downs,,,,,,-1,0,-1,,,1214,184,04,Amenity Public Open Spaces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2799.289999999999964,0.692,,100.000000000000000,142.394384676350427,-6.285100115,53.37900224
25,Openspace at Glasnevin Downs,,,,,,-1,0,-1,,,1214,184,04,Amenity Public Open Spaces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2799.289999999999964,0.692,,200.000000000000000,332.963455546369062,-6.285924852,53.37893679
26,Oldtown Park,,,,,,-1,0,-1,,,1209,178,4,Amenity Public Open Spaces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1032.705999999999904,0.255,,0,166.810678007750312,-6.258627671,53.3925793
27,Oldtown Park,,,,,,-1,0,-1,,,1209,178,4,Amenity Public Open Spaces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1032.705999999999904,0.255,,100.000000000000000,7.532007488833914,-6.259024221,53.3924955
28,Pearse Square,,,,,,-1,0,-1,,,176,969,11,Amenity Public Open Spaces,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,South East,5363.108000000000175,1.325000000000000,,0,6.710297483675456,-6.242659977,53.34314313
29,Pearse Square,,,,,,-1,0,-1,,,176,969,11,Amenity Public Open Spaces,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,South East,5363.108000000000175,1.325000000000000,,100.000000000000000,6.536323768451300,-6.242373338,53.34404694
30,Pearse Square,,,,,,-1,0,-1,,,176,969,11,Amenity Public Open Spaces,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,South East,5363.108000000000175,1.325000000000000,,200.000000000000000,185.865077361643358,-6.241728346,53.34348418
31,Pearse Square,,,,,,-1,0,-1,,,176,969,11,Amenity Public Open Spaces,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,South East,5363.108000000000175,1.325000000000000,,300.000000000000000,280.823294392447281,-6.242454259,53.34307559
32,City Quay Park,,,,,,-1,0,-1,,,175,968,11,Amenity Public Open Spaces,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,South East,1376.913000000000011,0.34,,0,326.092355346570230,-6.248547569,53.34624039
33,City Quay Park,,,,,,-1,0,-1,,,175,968,11,Amenity Public Open Spaces,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,South East,1376.913000000000011,0.34,,100.000000000000000,144.241234832808942,-6.248012305,53.346753
34,Dean Swift Green,,,,,,-1,0,-1,,,1203,172,4,Amenity Public Open Spaces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1244.762999999999920,0.308,,0,292.114130373104786,-6.26879362,53.38520499
35,Dean Swift Green,,,,,,-1,0,-1,,,1203,172,4,Amenity Public Open Spaces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1244.762999999999920,0.308,,100.000000000000000,102.710580979057895,-6.268430634,53.38539579
36,Clonmel Road Crescent,,,,,,-1,0,-1,,,1201,169,4,Amenity Public Open Spaces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1193.351000000000113,0.295,,0,282.988604017009550,-6.269951897,53.38820907
37,Clonmel Road Crescent,,,,,,-1,0,-1,,,1201,169,4,Amenity Public Open Spaces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1193.351000000000113,0.295,,100.000000000000000,272.800653902692773,-6.269345111,53.38818235
38,Willow Park Grove,,,,,,-1,0,-1,,,1200,168,04,Amenity Public Open Spaces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5552.533999999999651,1.372000000000000,,0,14.628719393766108,-6.270547558,53.39133275
39,Willow Park Grove,,,,,,-1,0,-1,,,1200,168,04,Amenity Public Open Spaces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5552.533999999999651,1.372000000000000,,100.000000000000000,116.237864615788993,-6.269292304,53.391087
40,Willow Park Grove,,,,,,-1,0,-1,,,1200,168,04,Amenity Public Open Spaces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5552.533999999999651,1.372000000000000,,200.000000000000000,275.035422778732254,-6.269247636,53.39075104
41,Willow Park Grove,,,,,,-1,0,-1,,,1200,168,04,Amenity Public Open Spaces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5552.533999999999651,1.372000000000000,,300.000000000000000,5.323665311473986,-6.270630898,53.39095403
42,SCR Labs Open Space,,,,,,-1,0,-1,,,168,957,15,Institutional Land,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4577.212000000000444,1.131000000000000,,0,273.712543228945606,-6.288254063,53.34060363
43,SCR Labs Open Space,,,,,,-1,0,-1,,,168,957,15,Institutional Land,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4577.212000000000444,1.131000000000000,,100.000000000000000,1.169370452884365,-6.289456091,53.3413234
44,SCR Labs Open Space,,,,,,-1,0,-1,,,168,957,15,Institutional Land,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4577.212000000000444,1.131000000000000,,200.000000000000000,180.365159974184706,-6.288217991,53.3407696
45,SCR Labs Open Space,,,,,,-1,0,-1,,,168,957,15,Institutional Land,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4577.212000000000444,1.131000000000000,,300.000000000000000,271.128382035766094,-6.288254121,53.34060204
46,Wadelai Road Park,,,,,,-1,0,-1,,,1199,167,4,Amenity Public Open Spaces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1805.347999999999956,0.446,,0,11.794144536865261,-6.270761193,53.38721216
47,Wadelai Road Park,,,,,,-1,0,-1,,,1199,167,4,Amenity Public Open Spaces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1805.347999999999956,0.446,,100.000000000000000,273.133056827497626,-6.27027365,53.38684819
48,Prospect Square,,,,,,-1,0,-1,,,1198,166,4,Amenity Public Open Spaces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,974.932999999999993,0.241,,0,133.063231340941826,-6.271645612,53.36940354
49,Prospect Square,,,,,,-1,0,-1,,,1198,166,4,Amenity Public Open Spaces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,974.932999999999993,0.241,,100.000000000000000,111.181139039922812,-6.272071405,53.36952581
50,De Courcy Square,,,,,,-1,0,-1,,,1197,165,4,Amenity Public Open Spaces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1414.077999999999975,0.349,,0,248.186204782838360,-6.272112519,53.3678834
51,De Courcy Square,,,,,,-1,0,-1,,,1197,165,4,Amenity Public Open Spaces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1414.077999999999975,0.349,,100.000000000000000,94.569484546266594,-6.272220212,53.3684251
52,Cabbage Garden,,,,,,-1,0,-1,,,165,954,11,Amenity Public Open Spaces,Kevin Street,,yes,,yes,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,South East,5610.123999999999796,1.386000000000000,,0,38.729675029215962,-6.271524174,53.33742068
53,Cabbage Garden,,,,,,-1,0,-1,,,165,954,11,Amenity Public Open Spaces,Kevin Street,,yes,,yes,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,South East,5610.123999999999796,1.386000000000000,,100.000000000000000,180.697305711942846,-6.270594528,53.33720621
54,Cabbage Garden,,,,,,-1,0,-1,,,165,954,11,Amenity Public Open Spaces,Kevin Street,,yes,,yes,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,South East,5610.123999999999796,1.386000000000000,,200.000000000000000,268.960355409899933,-6.270883208,53.33648058
55,Cabbage Garden,,,,,,-1,0,-1,,,165,954,11,Amenity Public Open Spaces,Kevin Street,,yes,,yes,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,South East,5610.123999999999796,1.386000000000000,,300.000000000000000,6.709508113743484,-6.271171814,53.3370469
56,St. Canice's Park,,,,,,-1,0,-1,,,1196,164,4,Amenity Public Open Spaces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12126.595999999999549,2.997000000000000,,0,7.882958242476644,-6.27334566,53.38510551
57,St. Canice's Park,,,,,,-1,0,-1,,,1196,164,4,Amenity Public Open Spaces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12126.595999999999549,2.997000000000000,,100.000000000000000,13.027952853487687,-6.27297403,53.3859765
58,St. Canice's Park,,,,,,-1,0,-1,,,1196,164,4,Amenity Public Open Spaces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12126.595999999999549,2.997000000000000,,200.000000000000000,147.892118796383897,-6.272032512,53.38639139
59,St. Canice's Park,,,,,,-1,0,-1,,,1196,164,4,Amenity Public Open Spaces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12126.595999999999549,2.997000000000000,,300.000000000000000,175.087184347210780,-6.271906241,53.38548524
60,St. Canice's Park,,,,,,-1,0,-1,,,1196,164,4,Amenity Public Open Spaces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12126.595999999999549,2.997000000000000,,400.000000000000000,276.222627756431336,-6.27249689,53.38488979
61,Dublin Castle,,,,,,-1,0,-1,,,164,953,OPW - 10,OPW Parks,City Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPW,4887.317000000000007,1.208000000000000,,0,22.075985352821402,-6.26747376,53.34259564
62,Dublin Castle,,,,,,-1,0,-1,,,164,953,OPW - 10,OPW Parks,City Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPW,4887.317000000000007,1.208000000000000,,100.000000000000000,155.925499613712901,-6.266346195,53.34254016
63,Dublin Castle,,,,,,-1,0,-1,,,164,953,OPW - 10,OPW Parks,City Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPW,4887.317000000000007,1.208000000000000,,200.000000000000000,340.269090561567680,-6.266773025,53.34212364
64,Dublin Castle,,,,,,-1,0,-1,,,164,953,OPW - 10,OPW Parks,City Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPW,4887.317000000000007,1.208000000000000,,300.000000000000000,336.112510919008344,-6.267470216,53.34259041
65,St Stephens Green,,,,,,-1,0,-1,,,163,951,OPW - 10,OPW Parks,City Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPW,91477.019000000000233,22.603999999999999,,0,13.049028765181708,-6.262293811,53.33772595
66,St Stephens Green,,,,,,-1,0,-1,,,163,951,OPW - 10,OPW Parks,City Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPW,91477.019000000000233,22.603999999999999,,100.000000000000000,23.922896243659928,-6.261625935,53.33852258
67,St Stephens Green,,,,,,-1,0,-1,,,163,951,OPW - 10,OPW Parks,City Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPW,91477.019000000000233,22.603999999999999,,200.000000000000000,23.293140446448607,-6.261034497,53.33933832
68,St Stephens Green,,,,,,-1,0,-1,,,163,951,OPW - 10,OPW Parks,City Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPW,91477.019000000000233,22.603999999999999,,300.000000000000000,112.065125023973920,-6.260127187,53.33956824
69,St Stephens Green,,,,,,-1,0,-1,,,163,951,OPW - 10,OPW Parks,City Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPW,91477.019000000000233,22.603999999999999,,400.000000000000000,112.676056649542133,-6.258745891,53.3393194
70,St Stephens Green,,,,,,-1,0,-1,,,163,951,OPW - 10,OPW Parks,City Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPW,91477.019000000000233,22.603999999999999,,500.000000000000000,112.426241751961783,-6.257360554,53.33881362
71,St Stephens Green,,,,,,-1,0,-1,,,163,951,OPW - 10,OPW Parks,City Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPW,91477.019000000000233,22.603999999999999,,600.000000000000000,155.514198402052159,-6.256227691,53.3384615
72,St Stephens Green,,,,,,-1,0,-1,,,163,951,OPW - 10,OPW Parks,City Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPW,91477.019000000000233,22.603999999999999,,700.000000000000000,204.840066245857940,-6.25625544,53.33781213
73,St Stephens Green,,,,,,-1,0,-1,,,163,951,OPW - 10,OPW Parks,City Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPW,91477.019000000000233,22.603999999999999,,800.000000000000000,204.840753465812952,-6.256820628,53.33683958
74,St Stephens Green,,,,,,-1,0,-1,,,163,951,OPW - 10,OPW Parks,City Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPW,91477.019000000000233,22.603999999999999,,900.000000000000000,291.922920039666508,-6.258079227,53.33641707
75,St Stephens Green,,,,,,-1,0,-1,,,163,951,OPW - 10,OPW Parks,City Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPW,91477.019000000000233,22.603999999999999,,1000.000000000000000,292.018787709030505,-6.259319971,53.337008
76,St Stephens Green,,,,,,-1,0,-1,,,163,951,OPW - 10,OPW Parks,City Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPW,91477.019000000000233,22.603999999999999,,1100.000000000000000,292.218453441160136,-6.260839033,53.33716852
77,St Stephens Green,,,,,,-1,0,-1,,,163,951,OPW - 10,OPW Parks,City Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPW,91477.019000000000233,22.603999999999999,,1200.000000000000000,292.647470804610066,-6.262145606,53.33763501
78,Dalcassian Green,,,,,,-1,0,-1,,,1194,162,4,Amenity Public Open Spaces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2937.188000000000102,0.726,,0,349.576098073971309,-6.274417776,53.36607657
79,Dalcassian Green,,,,,,-1,0,-1,,,1194,162,4,Amenity Public Open Spaces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2937.188000000000102,0.726,,100.000000000000000,109.446659969597818,-6.273565197,53.36651886
80,Dalcassian Green,,,,,,-1,0,-1,,,1194,162,4,Amenity Public Open Spaces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2937.188000000000102,0.726,,200.000000000000000,282.042193147502985,-6.274300914,53.36600621
81,Croke Park Stadium,,,,,,-1,0,-1,,,161,943,15,Institutional Land,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54869.044000000001688,13.558000000000000,,0,334.433036133576366,-6.253205702,53.35992112
82,Croke Park Stadium,,,,,,-1,0,-1,,,161,943,15,Institutional Land,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54869.044000000001688,13.558000000000000,,100.000000000000000,24.811294359761050,-6.253048744,53.36108893
83,Croke Park Stadium,,,,,,-1,0,-1,,,161,943,15,Institutional Land,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54869.044000000001688,13.558000000000000,,200.000000000000000,37.454508892351363,-6.251829791,53.3617685
84,Croke Park Stadium,,,,,,-1,0,-1,,,161,943,15,Institutional Land,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54869.044000000001688,13.558000000000000,,300.000000000000000,97.413818723437856,-6.25015244,53.36180398
85,Croke Park Stadium,,,,,,-1,0,-1,,,161,943,15,Institutional Land,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54869.044000000001688,13.558000000000000,,400.000000000000000,189.486868567365718,-6.248944575,53.36132421
86,Croke Park Stadium,,,,,,-1,0,-1,,,161,943,15,Institutional Land,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54869.044000000001688,13.558000000000000,,500.000000000000000,100.906757206258007,-6.248466091,53.3608446
87,Croke Park Stadium,,,,,,-1,0,-1,,,161,943,15,Institutional Land,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54869.044000000001688,13.558000000000000,,600.000000000000000,194.513790870282207,-6.248565391,53.3599858
88,Croke Park Stadium,,,,,,-1,0,-1,,,161,943,15,Institutional Land,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54869.044000000001688,13.558000000000000,,700.000000000000000,278.837572151648942,-6.249147991,53.3592665
89,Croke Park Stadium,,,,,,-1,0,-1,,,161,943,15,Institutional Land,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54869.044000000001688,13.558000000000000,,800.000000000000000,292.135230517089269,-6.251010035,53.3594231
90,Croke Park Stadium,,,,,,-1,0,-1,,,161,943,15,Institutional Land,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54869.044000000001688,13.558000000000000,,900.000000000000000,287.448044728423838,-6.252294291,53.3597436
91,St. Pappin Green,,,,,,-1,0,-1,,,1192,160,4,Amenity Public Open Spaces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1096.238000000000056,0.271,,0,90.784558873723071,-6.273919256,53.38732308
92,St. Pappin Green,,,,,,-1,0,-1,,,1192,160,4,Amenity Public Open Spaces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1096.238000000000056,0.271,,100.000000000000000,30.901178376343257,-6.274190604,53.3872276
93,Glasnevin Park,,,,,,-1,0,-1,,,1191,159,4,Amenity Public Open Spaces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4883.823000000000320,1.207000000000000,,0,84.291349029898385,-6.273929579,53.38920333
94,Glasnevin Park,,,,,,-1,0,-1,,,1191,159,4,Amenity Public Open Spaces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4883.823000000000320,1.207000000000000,,100.000000000000000,184.186426774189187,-6.273420456,53.38853695
95,Glasnevin Park,,,,,,-1,0,-1,,,1191,159,4,Amenity Public Open Spaces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4883.823000000000320,1.207000000000000,,200.000000000000000,3.739528738333341,-6.27422513,53.38837281
96,Croke Park Stadium 2,,,,,,-1,0,-1,,,158,938,15,Institutional Land,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8461.353999999999360,2.091000000000000,,0,18.166673041122667,-6.253088683,53.36101883
97,Croke Park Stadium 2,,,,,,-1,0,-1,,,158,938,15,Institutional Land,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8461.353999999999360,2.091000000000000,,100.000000000000000,97.545933869887719,-6.252539205,53.36180694
98,Croke Park Stadium 2,,,,,,-1,0,-1,,,158,938,15,Institutional Land,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8461.353999999999360,2.091000000000000,,200.000000000000000,204.884054996999396,-6.251868091,53.3617142
99,Croke Park Stadium 2,,,,,,-1,0,-1,,,158,938,15,Institutional Land,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8461.353999999999360,2.091000000000000,,300.000000000000000,204.811294359761035,-6.253217281,53.36079596
100,Croke Park Stadium 2,,,,,,-1,0,-1,,,158,938,15,Institutional Land,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8461.353999999999360,2.091000000000000,,400.000000000000000,1.601254632537531,-6.25348799,53.36029867
101,Pinewood Green,,,,,,-1,0,-1,,,1189,157,04,Amenity Public Open Spaces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9561.148999999999432,2.363000000000000,,0,348.326796859469823,-6.275112137,53.39335536
102,Pinewood Green,,,,,,-1,0,-1,,,1189,157,04,Amenity Public Open Spaces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9561.148999999999432,2.363000000000000,,100.000000000000000,14.563203887178471,-6.274659154,53.39420996
103,Pinewood Green,,,,,,-1,0,-1,,,1189,157,04,Amenity Public Open Spaces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9561.148999999999432,2.363000000000000,,200.000000000000000,160.854571831378280,-6.273378391,53.39408185
104,Pinewood Green,,,,,,-1,0,-1,,,1189,157,04,Amenity Public Open Spaces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9561.148999999999432,2.363000000000000,,300.000000000000000,237.004709648147667,-6.27368399,53.39317931
105,Open Space at Constitution Hill,,,,,,-1,0,-1,,,157,936,04,Amenity Public Open Spaces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1726.095000000000027,0.427,,0,10.270683901592905,-6.273055788,53.35432697
106,Open Space at Constitution Hill,,,,,,-1,0,-1,,,157,936,04,Amenity Public Open Spaces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1726.095000000000027,0.427,,100.000000000000000,222.533619529560525,-6.272487663,53.35419665
107,St Candice Glebe,,,,,,-1,0,-1,,,156,254,04,Amenity Public Open Spaces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8251.736999999999171,2.039000000000000,,0,201.312944691376373,-6.295568159,53.38771582
108,St Candice Glebe,,,,,,-1,0,-1,,,156,254,04,Amenity Public Open Spaces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8251.736999999999171,2.039000000000000,,100.000000000000000,27.204380631439776,-6.29642789,53.38787585
109,St Candice Glebe,,,,,,-1,0,-1,,,156,254,04,Amenity Public Open Spaces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8251.736999999999171,2.039000000000000,,200.000000000000000,25.425265138301537,-6.295748191,53.3886281
110,St Candice Glebe,,,,,,-1,0,-1,,,156,254,04,Amenity Public Open Spaces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8251.736999999999171,2.039000000000000,,300.000000000000000,213.723203065569237,-6.294797866,53.38848346
