id,Name,descriptio,timestamp,begin,end,altitudeMo,tessellate,extrude,visibility,drawOrder,icon,PRIMARYIND,Park_ID,Class,Typology,Location,Astro_Pitc,All_Weathe,MUGA,Football_5,Table_Tenn,Athletics,Basketball,Basketba_1,Skateboard,Croquet_La,Bowling_Gr,Outdoor_Bo,Golf_Pitch,Tennis,Model_Car_,Leisure_Wa,Pavillion,Showers,Changing_R,Toilets,Management,Depot_Buil,Housing_in,Shelter,Playground,Num_of_Pit,GAA,Soccer_Foo,Seven_a_Si,Rugby,Hard_Lands,Committee_,Area_mSq,Area_Acre,Multipolyg,distance,angle,xcoord,ycoord
831,Private Property NHSLand?,,,,,,-1,0,-1,,,79,860,15,Institutional Land,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3217.097999999999956,0.795,,0,19.464236418355881,-6.285698291,53.3381523
832,Private Property NHSLand?,,,,,,-1,0,-1,,,79,860,15,Institutional Land,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3217.097999999999956,0.795,,100.000000000000000,153.009306402283926,-6.284740547,53.33807216
833,Private Property NHSLand?,,,,,,-1,0,-1,,,79,860,15,Institutional Land,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3217.097999999999956,0.795,,200.000000000000000,334.017731987065702,-6.285480314,53.33788099
834,Belcamp Park,,,,,,-1,0,-1,,,1110,1507,2,Community Park Grade 1,Coolock,1,,,,,,yes,,,,,,yes,3,,yes,yes,,,,,yes,,,,9,4,5,,,,North Central,265044.303000000014435,65.494000000000000,,0,35.043907724872319,-6.214722619,53.4080766
835,Belcamp Park,,,,,,-1,0,-1,,,1110,1507,2,Community Park Grade 1,Coolock,1,,,,,,yes,,,,,,yes,3,,yes,yes,,,,,yes,,,,9,4,5,,,,North Central,265044.303000000014435,65.494000000000000,,100.000000000000000,7.381802217703726,-6.213728347,53.40865454
836,Belcamp Park,,,,,,-1,0,-1,,,1110,1507,2,Community Park Grade 1,Coolock,1,,,,,,yes,,,,,,yes,3,,yes,yes,,,,,yes,,,,9,4,5,,,,North Central,265044.303000000014435,65.494000000000000,,200.000000000000000,282.300571038198996,-6.2135655,53.40984548
837,Belcamp Park,,,,,,-1,0,-1,,,1110,1507,2,Community Park Grade 1,Coolock,1,,,,,,yes,,,,,,yes,3,,yes,yes,,,,,yes,,,,9,4,5,,,,North Central,265044.303000000014435,65.494000000000000,,300.000000000000000,106.260258036376300,-6.213505909,53.40983312
838,Belcamp Park,,,,,,-1,0,-1,,,1110,1507,2,Community Park Grade 1,Coolock,1,,,,,,yes,,,,,,yes,3,,yes,yes,,,,,yes,,,,9,4,5,,,,North Central,265044.303000000014435,65.494000000000000,,400.000000000000000,108.781030463282491,-6.212093295,53.40951902
839,Belcamp Park,,,,,,-1,0,-1,,,1110,1507,2,Community Park Grade 1,Coolock,1,,,,,,yes,,,,,,yes,3,,yes,yes,,,,,yes,,,,9,4,5,,,,North Central,265044.303000000014435,65.494000000000000,,500.000000000000000,108.661436644672946,-6.210685409,53.40920393
840,Belcamp Park,,,,,,-1,0,-1,,,1110,1507,2,Community Park Grade 1,Coolock,1,,,,,,yes,,,,,,yes,3,,yes,yes,,,,,yes,,,,9,4,5,,,,North Central,265044.303000000014435,65.494000000000000,,600.000000000000000,108.857589041291007,-6.209273655,53.40889789
841,Belcamp Park,,,,,,-1,0,-1,,,1110,1507,2,Community Park Grade 1,Coolock,1,,,,,,yes,,,,,,yes,3,,yes,yes,,,,,yes,,,,9,4,5,,,,North Central,265044.303000000014435,65.494000000000000,,700.000000000000000,108.797036966934513,-6.207862421,53.40858625
842,Belcamp Park,,,,,,-1,0,-1,,,1110,1507,2,Community Park Grade 1,Coolock,1,,,,,,yes,,,,,,yes,3,,yes,yes,,,,,yes,,,,9,4,5,,,,North Central,265044.303000000014435,65.494000000000000,,800.000000000000000,108.797353325143362,-6.206455657,53.40827546
843,Belcamp Park,,,,,,-1,0,-1,,,1110,1507,2,Community Park Grade 1,Coolock,1,,,,,,yes,,,,,,yes,3,,yes,yes,,,,,yes,,,,9,4,5,,,,North Central,265044.303000000014435,65.494000000000000,,900.000000000000000,109.526425673724873,-6.205130426,53.40798538
844,Belcamp Park,,,,,,-1,0,-1,,,1110,1507,2,Community Park Grade 1,Coolock,1,,,,,,yes,,,,,,yes,3,,yes,yes,,,,,yes,,,,9,4,5,,,,North Central,265044.303000000014435,65.494000000000000,,1000.000000000000000,193.749102039402402,-6.205229896,53.40719313
845,Belcamp Park,,,,,,-1,0,-1,,,1110,1507,2,Community Park Grade 1,Coolock,1,,,,,,yes,,,,,,yes,3,,yes,yes,,,,,yes,,,,9,4,5,,,,North Central,265044.303000000014435,65.494000000000000,,1100.000000000000000,193.749102039402402,-6.205182791,53.4062501
846,Belcamp Park,,,,,,-1,0,-1,,,1110,1507,2,Community Park Grade 1,Coolock,1,,,,,,yes,,,,,,yes,3,,yes,yes,,,,,yes,,,,9,4,5,,,,North Central,265044.303000000014435,65.494000000000000,,1200.000000000000000,96.202870450858697,-6.204426335,53.40614427
847,Belcamp Park,,,,,,-1,0,-1,,,1110,1507,2,Community Park Grade 1,Coolock,1,,,,,,yes,,,,,,yes,3,,yes,yes,,,,,yes,,,,9,4,5,,,,North Central,265044.303000000014435,65.494000000000000,,1300.000000000000000,113.976177453578657,-6.203000344,53.40588452
848,Belcamp Park,,,,,,-1,0,-1,,,1110,1507,2,Community Park Grade 1,Coolock,1,,,,,,yes,,,,,,yes,3,,yes,yes,,,,,yes,,,,9,4,5,,,,North Central,265044.303000000014435,65.494000000000000,,1400.000000000000000,87.368033329955878,-6.201429491,53.4059063
849,Belcamp Park,,,,,,-1,0,-1,,,1110,1507,2,Community Park Grade 1,Coolock,1,,,,,,yes,,,,,,yes,3,,yes,yes,,,,,yes,,,,9,4,5,,,,North Central,265044.303000000014435,65.494000000000000,,1500.000000000000000,96.003418392361382,-6.200098842,53.40583686
850,Belcamp Park,,,,,,-1,0,-1,,,1110,1507,2,Community Park Grade 1,Coolock,1,,,,,,yes,,,,,,yes,3,,yes,yes,,,,,yes,,,,9,4,5,,,,North Central,265044.303000000014435,65.494000000000000,,1600.000000000000000,98.587014015167497,-6.198607868,53.40570923
851,Belcamp Park,,,,,,-1,0,-1,,,1110,1507,2,Community Park Grade 1,Coolock,1,,,,,,yes,,,,,,yes,3,,yes,yes,,,,,yes,,,,9,4,5,,,,North Central,265044.303000000014435,65.494000000000000,,1700.000000000000000,179.404564754214476,-6.197962104,53.40506825
852,Belcamp Park,,,,,,-1,0,-1,,,1110,1507,2,Community Park Grade 1,Coolock,1,,,,,,yes,,,,,,yes,3,,yes,yes,,,,,yes,,,,9,4,5,,,,North Central,265044.303000000014435,65.494000000000000,,1800.000000000000000,311.561600512142547,-6.198399393,53.40458215
853,Belcamp Park,,,,,,-1,0,-1,,,1110,1507,2,Community Park Grade 1,Coolock,1,,,,,,yes,,,,,,yes,3,,yes,yes,,,,,yes,,,,9,4,5,,,,North Central,265044.303000000014435,65.494000000000000,,1900.000000000000000,277.363810902063221,-6.199361891,53.4047149
854,Belcamp Park,,,,,,-1,0,-1,,,1110,1507,2,Community Park Grade 1,Coolock,1,,,,,,yes,,,,,,yes,3,,yes,yes,,,,,yes,,,,9,4,5,,,,North Central,265044.303000000014435,65.494000000000000,,2000.000000000000000,276.574667960207705,-6.200895091,53.4050936
855,Belcamp Park,,,,,,-1,0,-1,,,1110,1507,2,Community Park Grade 1,Coolock,1,,,,,,yes,,,,,,yes,3,,yes,yes,,,,,yes,,,,9,4,5,,,,North Central,265044.303000000014435,65.494000000000000,,2100.000000000000000,276.890543887697845,-6.202347491,53.405204
856,Belcamp Park,,,,,,-1,0,-1,,,1110,1507,2,Community Park Grade 1,Coolock,1,,,,,,yes,,,,,,yes,3,,yes,yes,,,,,yes,,,,9,4,5,,,,North Central,265044.303000000014435,65.494000000000000,,2200.000000000000000,337.204324504378633,-6.203686798,53.40537187
857,Belcamp Park,,,,,,-1,0,-1,,,1110,1507,2,Community Park Grade 1,Coolock,1,,,,,,yes,,,,,,yes,3,,yes,yes,,,,,yes,,,,9,4,5,,,,North Central,265044.303000000014435,65.494000000000000,,2300.000000000000000,248.296105435739406,-6.204554545,53.40508801
858,Belcamp Park,,,,,,-1,0,-1,,,1110,1507,2,Community Park Grade 1,Coolock,1,,,,,,yes,,,,,,yes,3,,yes,yes,,,,,yes,,,,9,4,5,,,,North Central,265044.303000000014435,65.494000000000000,,2400.000000000000000,297.715300704758590,-6.206136891,53.4052068
859,Belcamp Park,,,,,,-1,0,-1,,,1110,1507,2,Community Park Grade 1,Coolock,1,,,,,,yes,,,,,,yes,3,,yes,yes,,,,,yes,,,,9,4,5,,,,North Central,265044.303000000014435,65.494000000000000,,2500.000000000000000,168.216673091141388,-6.206819659,53.40497956
860,Belcamp Park,,,,,,-1,0,-1,,,1110,1507,2,Community Park Grade 1,Coolock,1,,,,,,yes,,,,,,yes,3,,yes,yes,,,,,yes,,,,9,4,5,,,,North Central,265044.303000000014435,65.494000000000000,,2600.000000000000000,287.299550627690678,-6.207493182,53.4048061
861,Belcamp Park,,,,,,-1,0,-1,,,1110,1507,2,Community Park Grade 1,Coolock,1,,,,,,yes,,,,,,yes,3,,yes,yes,,,,,yes,,,,9,4,5,,,,North Central,265044.303000000014435,65.494000000000000,,2700.000000000000000,295.418607524286358,-6.208858243,53.4051726
862,Belcamp Park,,,,,,-1,0,-1,,,1110,1507,2,Community Park Grade 1,Coolock,1,,,,,,yes,,,,,,yes,3,,yes,yes,,,,,yes,,,,9,4,5,,,,North Central,265044.303000000014435,65.494000000000000,,2800.000000000000000,295.377258537615717,-6.210199496,53.4055783
863,Belcamp Park,,,,,,-1,0,-1,,,1110,1507,2,Community Park Grade 1,Coolock,1,,,,,,yes,,,,,,yes,3,,yes,yes,,,,,yes,,,,9,4,5,,,,North Central,265044.303000000014435,65.494000000000000,,2900.000000000000000,295.377258537615717,-6.211544651,53.40598005
864,Belcamp Park,,,,,,-1,0,-1,,,1110,1507,2,Community Park Grade 1,Coolock,1,,,,,,yes,,,,,,yes,3,,yes,yes,,,,,yes,,,,9,4,5,,,,North Central,265044.303000000014435,65.494000000000000,,3000.000000000000000,273.981797979990063,-6.21305568,53.40611467
865,Belcamp Park,,,,,,-1,0,-1,,,1110,1507,2,Community Park Grade 1,Coolock,1,,,,,,yes,,,,,,yes,3,,yes,yes,,,,,yes,,,,9,4,5,,,,North Central,265044.303000000014435,65.494000000000000,,3100.000000000000000,287.789186220660440,-6.214479464,53.40632432
866,Belcamp Park,,,,,,-1,0,-1,,,1110,1507,2,Community Park Grade 1,Coolock,1,,,,,,yes,,,,,,yes,3,,yes,yes,,,,,yes,,,,9,4,5,,,,North Central,265044.303000000014435,65.494000000000000,,3200.000000000000000,277.461216174637343,-6.215914096,53.40638865
867,Belcamp Park,,,,,,-1,0,-1,,,1110,1507,2,Community Park Grade 1,Coolock,1,,,,,,yes,,,,,,yes,3,,yes,yes,,,,,yes,,,,9,4,5,,,,North Central,265044.303000000014435,65.494000000000000,,3300.000000000000000,112.579604302166643,-6.215585556,53.40672544
868,Belcamp Park,,,,,,-1,0,-1,,,1110,1507,2,Community Park Grade 1,Coolock,1,,,,,,yes,,,,,,yes,3,,yes,yes,,,,,yes,,,,9,4,5,,,,North Central,265044.303000000014435,65.494000000000000,,3400.000000000000000,295.144819626498474,-6.215170929,53.40737605
869,Belcamp Park,,,,,,-1,0,-1,,,1110,1507,2,Community Park Grade 1,Coolock,1,,,,,,yes,,,,,,yes,3,,yes,yes,,,,,yes,,,,9,4,5,,,,North Central,265044.303000000014435,65.494000000000000,,3500.000000000000000,9.462624222090453,-6.214751282,53.40802949
870,Clontarf Promenade,,,,,,-1,0,-1,,,1109,959,3,Community Park Grade 2,,,,,,,yes,,,,,,,,,,yes,,,,yes,,,,,,,,,,,,North Central,70811.648000000001048,17.498000000000001,,0,324.348058556050091,-6.205332192,53.35978203
871,Clontarf Promenade,,,,,,-1,0,-1,,,1109,959,3,Community Park Grade 2,,,,,,,yes,,,,,,,,,,yes,,,,yes,,,,,,,,,,,,North Central,70811.648000000001048,17.498000000000001,,100.000000000000000,90.424487230156899,-6.2041039,53.36032289
872,Clontarf Promenade,,,,,,-1,0,-1,,,1109,959,3,Community Park Grade 2,,,,,,,yes,,,,,,,,,,yes,,,,yes,,,,,,,,,,,,North Central,70811.648000000001048,17.498000000000001,,200.000000000000000,104.316709570331284,-6.202601835,53.36018149
873,Clontarf Promenade,,,,,,-1,0,-1,,,1109,959,3,Community Park Grade 2,,,,,,,yes,,,,,,,,,,yes,,,,yes,,,,,,,,,,,,North Central,70811.648000000001048,17.498000000000001,,300.000000000000000,104.426617820292606,-6.201157023,53.35993249
874,Clontarf Promenade,,,,,,-1,0,-1,,,1109,959,3,Community Park Grade 2,,,,,,,yes,,,,,,,,,,yes,,,,yes,,,,,,,,,,,,North Central,70811.648000000001048,17.498000000000001,,400.000000000000000,100.925015690833817,-6.199705,53.35970482
875,Clontarf Promenade,,,,,,-1,0,-1,,,1109,959,3,Community Park Grade 2,,,,,,,yes,,,,,,,,,,yes,,,,yes,,,,,,,,,,,,North Central,70811.648000000001048,17.498000000000001,,500.000000000000000,99.286219242195841,-6.198237494,53.35953324
876,Clontarf Promenade,,,,,,-1,0,-1,,,1109,959,3,Community Park Grade 2,,,,,,,yes,,,,,,,,,,yes,,,,yes,,,,,,,,,,,,North Central,70811.648000000001048,17.498000000000001,,600.000000000000000,116.897315699471065,-6.196854713,53.35917855
877,Clontarf Promenade,,,,,,-1,0,-1,,,1109,959,3,Community Park Grade 2,,,,,,,yes,,,,,,,,,,yes,,,,yes,,,,,,,,,,,,North Central,70811.648000000001048,17.498000000000001,,700.000000000000000,129.252613522191695,-6.195623991,53.3586611
878,Clontarf Promenade,,,,,,-1,0,-1,,,1109,959,3,Community Park Grade 2,,,,,,,yes,,,,,,,,,,yes,,,,yes,,,,,,,,,,,,North Central,70811.648000000001048,17.498000000000001,,800.000000000000000,106.273863523522749,-6.194283747,53.35828921
879,Clontarf Promenade,,,,,,-1,0,-1,,,1109,959,3,Community Park Grade 2,,,,,,,yes,,,,,,,,,,yes,,,,yes,,,,,,,,,,,,North Central,70811.648000000001048,17.498000000000001,,900.000000000000000,82.610841788482844,-6.192848889,53.35817834
880,Clontarf Promenade,,,,,,-1,0,-1,,,1109,959,3,Community Park Grade 2,,,,,,,yes,,,,,,,,,,yes,,,,yes,,,,,,,,,,,,North Central,70811.648000000001048,17.498000000000001,,1000.000000000000000,72.916601328591696,-6.191414654,53.35836761
881,Clontarf Promenade,,,,,,-1,0,-1,,,1109,959,3,Community Park Grade 2,,,,,,,yes,,,,,,,,,,yes,,,,yes,,,,,,,,,,,,North Central,70811.648000000001048,17.498000000000001,,1100.000000000000000,68.225632311847392,-6.189969419,53.35861204
882,Clontarf Promenade,,,,,,-1,0,-1,,,1109,959,3,Community Park Grade 2,,,,,,,yes,,,,,,,,,,yes,,,,yes,,,,,,,,,,,,North Central,70811.648000000001048,17.498000000000001,,1200.000000000000000,58.055678204625629,-6.18866906,53.35902405
883,Clontarf Promenade,,,,,,-1,0,-1,,,1109,959,3,Community Park Grade 2,,,,,,,yes,,,,,,,,,,yes,,,,yes,,,,,,,,,,,,North Central,70811.648000000001048,17.498000000000001,,1300.000000000000000,66.374619130728846,-6.18732148,53.35943673
884,Clontarf Promenade,,,,,,-1,0,-1,,,1109,959,3,Community Park Grade 2,,,,,,,yes,,,,,,,,,,yes,,,,yes,,,,,,,,,,,,North Central,70811.648000000001048,17.498000000000001,,1400.000000000000000,71.054232978469756,-6.185893168,53.35972985
885,Clontarf Promenade,,,,,,-1,0,-1,,,1109,959,3,Community Park Grade 2,,,,,,,yes,,,,,,,,,,yes,,,,yes,,,,,,,,,,,,North Central,70811.648000000001048,17.498000000000001,,1500.000000000000000,59.411485079587415,-6.184518291,53.36005417
886,Clontarf Promenade,,,,,,-1,0,-1,,,1109,959,3,Community Park Grade 2,,,,,,,yes,,,,,,,,,,yes,,,,yes,,,,,,,,,,,,North Central,70811.648000000001048,17.498000000000001,,1600.000000000000000,57.307170530370080,-6.183229137,53.36050551
887,Clontarf Promenade,,,,,,-1,0,-1,,,1109,959,3,Community Park Grade 2,,,,,,,yes,,,,,,,,,,yes,,,,yes,,,,,,,,,,,,North Central,70811.648000000001048,17.498000000000001,,1700.000000000000000,129.182382568763956,-6.181879418,53.36055608
888,Clontarf Promenade,,,,,,-1,0,-1,,,1109,959,3,Community Park Grade 2,,,,,,,yes,,,,,,,,,,yes,,,,yes,,,,,,,,,,,,North Central,70811.648000000001048,17.498000000000001,,1800.000000000000000,237.959953861897247,-6.183239658,53.36013304
889,Clontarf Promenade,,,,,,-1,0,-1,,,1109,959,3,Community Park Grade 2,,,,,,,yes,,,,,,,,,,yes,,,,yes,,,,,,,,,,,,North Central,70811.648000000001048,17.498000000000001,,1900.000000000000000,241.721060353824754,-6.184385988,53.359622
890,Clontarf Promenade,,,,,,-1,0,-1,,,1109,959,3,Community Park Grade 2,,,,,,,yes,,,,,,,,,,yes,,,,yes,,,,,,,,,,,,North Central,70811.648000000001048,17.498000000000001,,2000.000000000000000,249.072968490154921,-6.185769888,53.35928065
891,Clontarf Promenade,,,,,,-1,0,-1,,,1109,959,3,Community Park Grade 2,,,,,,,yes,,,,,,,,,,yes,,,,yes,,,,,,,,,,,,North Central,70811.648000000001048,17.498000000000001,,2100.000000000000000,244.995788446605587,-6.187195725,53.35899937
892,Clontarf Promenade,,,,,,-1,0,-1,,,1109,959,3,Community Park Grade 2,,,,,,,yes,,,,,,,,,,yes,,,,yes,,,,,,,,,,,,North Central,70811.648000000001048,17.498000000000001,,2200.000000000000000,238.835116352241869,-6.18852451,53.35857854
893,Clontarf Promenade,,,,,,-1,0,-1,,,1109,959,3,Community Park Grade 2,,,,,,,yes,,,,,,,,,,yes,,,,yes,,,,,,,,,,,,North Central,70811.648000000001048,17.498000000000001,,2300.000000000000000,248.000670297878429,-6.189859333,53.35817601
894,Clontarf Promenade,,,,,,-1,0,-1,,,1109,959,3,Community Park Grade 2,,,,,,,yes,,,,,,,,,,yes,,,,yes,,,,,,,,,,,,North Central,70811.648000000001048,17.498000000000001,,2400.000000000000000,253.144798825047445,-6.191292495,53.35792568
895,Clontarf Promenade,,,,,,-1,0,-1,,,1109,959,3,Community Park Grade 2,,,,,,,yes,,,,,,,,,,yes,,,,yes,,,,,,,,,,,,North Central,70811.648000000001048,17.498000000000001,,2500.000000000000000,254.357032228382366,-6.192530003,53.35773227
896,Clontarf Promenade,,,,,,-1,0,-1,,,1109,959,3,Community Park Grade 2,,,,,,,yes,,,,,,,,,,yes,,,,yes,,,,,,,,,,,,North Central,70811.648000000001048,17.498000000000001,,2600.000000000000000,286.205859669800702,-6.193998154,53.35776751
897,Clontarf Promenade,,,,,,-1,0,-1,,,1109,959,3,Community Park Grade 2,,,,,,,yes,,,,,,,,,,yes,,,,yes,,,,,,,,,,,,North Central,70811.648000000001048,17.498000000000001,,2700.000000000000000,298.051219138316583,-6.19536902,53.35812615
898,Clontarf Promenade,,,,,,-1,0,-1,,,1109,959,3,Community Park Grade 2,,,,,,,yes,,,,,,,,,,yes,,,,yes,,,,,,,,,,,,North Central,70811.648000000001048,17.498000000000001,,2800.000000000000000,298.980722992336496,-6.196629137,53.3586133
899,Clontarf Promenade,,,,,,-1,0,-1,,,1109,959,3,Community Park Grade 2,,,,,,,yes,,,,,,,,,,yes,,,,yes,,,,,,,,,,,,North Central,70811.648000000001048,17.498000000000001,,2900.000000000000000,285.638444275034772,-6.197980828,53.35900921
900,Clontarf Promenade,,,,,,-1,0,-1,,,1109,959,3,Community Park Grade 2,,,,,,,yes,,,,,,,,,,yes,,,,yes,,,,,,,,,,,,North Central,70811.648000000001048,17.498000000000001,,3000.000000000000000,282.463338472983025,-6.199435015,53.35923486
901,Clontarf Promenade,,,,,,-1,0,-1,,,1109,959,3,Community Park Grade 2,,,,,,,yes,,,,,,,,,,yes,,,,yes,,,,,,,,,,,,North Central,70811.648000000001048,17.498000000000001,,3100.000000000000000,284.106638638631409,-6.200887473,53.35946003
902,Clontarf Promenade,,,,,,-1,0,-1,,,1109,959,3,Community Park Grade 2,,,,,,,yes,,,,,,,,,,yes,,,,yes,,,,,,,,,,,,North Central,70811.648000000001048,17.498000000000001,,3200.000000000000000,284.434211104244298,-6.202335412,53.3596985
903,Clontarf Promenade,,,,,,-1,0,-1,,,1109,959,3,Community Park Grade 2,,,,,,,yes,,,,,,,,,,yes,,,,yes,,,,,,,,,,,,North Central,70811.648000000001048,17.498000000000001,,3300.000000000000000,267.866889228208095,-6.203822291,53.35983836
904,St. James' Graveyard,,,,,,-1,0,-1,,,77,858,12,Graveyards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4984.622999999999593,1.232000000000000,,0,355.222953673312759,-6.290104991,53.3433602
905,St. James' Graveyard,,,,,,-1,0,-1,,,77,858,12,Graveyards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4984.622999999999593,1.232000000000000,,100.000000000000000,80.758839586870835,-6.288800491,53.3436992
906,St. James' Graveyard,,,,,,-1,0,-1,,,77,858,12,Graveyards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4984.622999999999593,1.232000000000000,,200.000000000000000,172.526560518543420,-6.288800491,53.3436992
907,St. James' Graveyard,,,,,,-1,0,-1,,,77,858,12,Graveyards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4984.622999999999593,1.232000000000000,,300.000000000000000,174.078727024962859,-6.289572238,53.34336207
908,Alfie Byrne Road,,,,,,-1,0,-1,,,1108,1518,4,Amenity Public Open Spaces,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,North Central,54165.580000000001746,13.385000000000000,,0,105.723532616830227,-6.224215114,53.36130034
909,Alfie Byrne Road,,,,,,-1,0,-1,,,1108,1518,4,Amenity Public Open Spaces,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,North Central,54165.580000000001746,13.385000000000000,,100.000000000000000,249.138883745148235,-6.224491151,53.36064738
910,Alfie Byrne Road,,,,,,-1,0,-1,,,1108,1518,4,Amenity Public Open Spaces,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,North Central,54165.580000000001746,13.385000000000000,,200.000000000000000,254.528403341796263,-6.225889666,53.36036954
911,Alfie Byrne Road,,,,,,-1,0,-1,,,1108,1518,4,Amenity Public Open Spaces,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,North Central,54165.580000000001746,13.385000000000000,,300.000000000000000,236.332401441444716,-6.227318494,53.36011482
912,Alfie Byrne Road,,,,,,-1,0,-1,,,1108,1518,4,Amenity Public Open Spaces,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,North Central,54165.580000000001746,13.385000000000000,,400.000000000000000,236.600333218885879,-6.228658391,53.3596631
913,Alfie Byrne Road,,,,,,-1,0,-1,,,1108,1518,4,Amenity Public Open Spaces,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,North Central,54165.580000000001746,13.385000000000000,,500.000000000000000,168.922900763097005,-6.229566241,53.35903489
914,Alfie Byrne Road,,,,,,-1,0,-1,,,1108,1518,4,Amenity Public Open Spaces,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,North Central,54165.580000000001746,13.385000000000000,,600.000000000000000,291.298416880367427,-6.230509296,53.35919889
915,Alfie Byrne Road,,,,,,-1,0,-1,,,1108,1518,4,Amenity Public Open Spaces,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,North Central,54165.580000000001746,13.385000000000000,,700.000000000000000,35.282590501308235,-6.231716191,53.3596149
916,Alfie Byrne Road,,,,,,-1,0,-1,,,1108,1518,4,Amenity Public Open Spaces,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,North Central,54165.580000000001746,13.385000000000000,,800.000000000000000,51.194220368933344,-6.230741879,53.36036597
917,Alfie Byrne Road,,,,,,-1,0,-1,,,1108,1518,4,Amenity Public Open Spaces,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,North Central,54165.580000000001746,13.385000000000000,,900.000000000000000,63.324363162094585,-6.229421792,53.36081895
918,Alfie Byrne Road,,,,,,-1,0,-1,,,1108,1518,4,Amenity Public Open Spaces,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,North Central,54165.580000000001746,13.385000000000000,,1000.000000000000000,76.424544316381088,-6.22795877,53.36111407
919,Alfie Byrne Road,,,,,,-1,0,-1,,,1108,1518,4,Amenity Public Open Spaces,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,North Central,54165.580000000001746,13.385000000000000,,1100.000000000000000,88.107741760663387,-6.226443337,53.36119423
920,Alfie Byrne Road,,,,,,-1,0,-1,,,1108,1518,4,Amenity Public Open Spaces,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,North Central,54165.580000000001746,13.385000000000000,,1200.000000000000000,86.164884089666543,-6.224956613,53.36121604
921,Clontarf Sports,,,,,,-1,0,-1,,,1107,942,4,Amenity Public Open Spaces,,3,yes,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,North Central,101317.732000000003609,25.036000000000001,,0,61.857737086752330,-6.225169892,53.36369836
922,Clontarf Sports,,,,,,-1,0,-1,,,1107,942,4,Amenity Public Open Spaces,,3,yes,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,North Central,101317.732000000003609,25.036000000000001,,100.000000000000000,103.778475873084886,-6.223799994,53.36349052
923,Clontarf Sports,,,,,,-1,0,-1,,,1107,942,4,Amenity Public Open Spaces,,3,yes,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,North Central,101317.732000000003609,25.036000000000001,,200.000000000000000,105.575464233742650,-6.22228001,53.36323147
924,Clontarf Sports,,,,,,-1,0,-1,,,1107,942,4,Amenity Public Open Spaces,,3,yes,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,North Central,101317.732000000003609,25.036000000000001,,300.000000000000000,200.736943618288677,-6.222306665,53.36236383
925,Clontarf Sports,,,,,,-1,0,-1,,,1107,942,4,Amenity Public Open Spaces,,3,yes,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,North Central,101317.732000000003609,25.036000000000001,,400.000000000000000,231.952197532045005,-6.223177792,53.3616268
926,Clontarf Sports,,,,,,-1,0,-1,,,1107,942,4,Amenity Public Open Spaces,,3,yes,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,North Central,101317.732000000003609,25.036000000000001,,500.000000000000000,257.117237507494679,-6.224557203,53.36124901
927,Clontarf Sports,,,,,,-1,0,-1,,,1107,942,4,Amenity Public Open Spaces,,3,yes,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,North Central,101317.732000000003609,25.036000000000001,,600.000000000000000,268.736078424569314,-6.226066696,53.36119677
928,Clontarf Sports,,,,,,-1,0,-1,,,1107,942,4,Amenity Public Open Spaces,,3,yes,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,North Central,101317.732000000003609,25.036000000000001,,700.000000000000000,258.664644978484375,-6.227553466,53.36115061
929,Clontarf Sports,,,,,,-1,0,-1,,,1107,942,4,Amenity Public Open Spaces,,3,yes,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,North Central,101317.732000000003609,25.036000000000001,,800.000000000000000,248.776413023478028,-6.228968961,53.36093109
930,Clontarf Sports,,,,,,-1,0,-1,,,1107,942,4,Amenity Public Open Spaces,,3,yes,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,North Central,101317.732000000003609,25.036000000000001,,900.000000000000000,320.194519656185321,-6.230230869,53.36056604
